Well Name,Depth,Facies,GR,AC,DEN,CNL,LLS,LLD,K
JY11-4,2265.125,1,157.848,220.712,2.722,21.219,30.697,29.044,4
JY11-4,2265.25,1,158.666,218.015,2.726,18.188,31.616,29.746,3.978
JY11-4,2265.375,1,159.859,217.003,2.72,17.333,31.655,29.659,3.978
JY11-4,2265.75,1,159.856,221.967,2.693,18.24,29.806,27.764,4.108
JY11-4,2265.875,1,159.99,225.382,2.688,18.15,29.171,27.161,4.111
JY11-4,2266,1,159.624,228.794,2.684,18.281,28.597,26.623,4.081
JY11-4,2266.75,1,159.481,230.419,2.706,20.186,28.019,26.066,4.108
JY11-4,2266.875,1,158.711,227.974,2.706,19.641,28.741,26.704,4.102
JY11-4,2267,1,157.415,225.114,2.701,18.85,29.485,27.331,4.072
JY11-4,2267.625,1,154.93,232.759,2.683,19.231,27.553,25.394,4.015
JY11-4,2267.75,1,158.615,235.14,2.681,19.914,27.249,25.164,4.003
JY11-4,2267.875,1,162.738,235.912,2.683,19.995,27.33,25.24,3.982
JY11-4,2268.625,1,163.259,238.259,2.657,21.431,27.336,24.845,4.174
JY11-4,2268.75,1,161.386,238.078,2.658,22.195,26.602,24.141,4.279
JY11-4,2268.875,1,160.316,237.593,2.663,22.72,26.158,23.721,4.396
JY11-4,2269.625,1,158.366,234.939,2.679,20.294,24.87,24.352,4.674
JY11-4,2269.75,1,159.951,234.672,2.686,19.749,23.869,23.906,4.596
JY11-4,2269.875,1,162.662,234.889,2.69,19.523,23.192,23.647,4.515
JY11-4,2270.75,1,164.481,234.086,2.671,20.6,23.561,25.479,4.497
JY11-4,2270.875,1,162.038,234.211,2.669,20.317,23.161,25.085,4.423
JY11-4,2271,1,159.34,234.814,2.67,20.209,22.109,24.027,4.389
JY11-4,2271.625,1,162.575,241.822,2.697,20.586,20.863,23.471,4.442
JY11-4,2271.75,1,162.644,243.424,2.695,21.108,22.25,25.018,4.49
JY11-4,2271.875,1,163.555,244.89,2.693,21.255,23.209,26.017,4.47
JY11-4,2272.5,1,164.061,251.363,2.696,22.318,22.247,24.652,4.456
JY11-4,2272.625,1,162.007,249.104,2.708,22.32,22.248,24.606,4.565
JY11-4,2272.75,1,162.149,246.529,2.722,21.224,22.396,24.712,4.687
JY11-4,2273.5,2,181.825,258.377,2.685,20.416,7.518,7.848,4.823
JY11-4,2273.625,2,181.409,258.895,2.687,20.269,5.667,6.224,4.728
JY11-4,2273.75,2,180.309,259.695,2.689,20.595,5.582,6.438,4.637
JY11-4,2273.875,2,178.423,260.409,2.689,21.317,7.192,8.439,4.554
JY11-4,2274,2,176.88,260.41,2.687,21.786,10.501,12.146,4.467
JY11-4,2274.375,1,171.291,261.533,2.699,21.605,20.311,22.246,4.034
JY11-4,2274.5,1,170.148,262.113,2.699,22.122,21.864,23.669,3.968
JY11-4,2274.625,1,170.607,262.844,2.693,22.436,22.453,24.089,3.972
